folder,file,sequence,domain,kingdom,phylum,class,order,family
1884914,GCF_002287965.1_ASM228796v1_genomic.fna,NZ_CP016770.1,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Planktophila
187137,GCF_000183745.1_ASM18374v1_genomic.fna,NC_014761.1,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Oceanithermus
187145,GCF_001886815.1_ASM188681v1_genomic.fna,NZ_CP018099.1,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix
187493,GCF_000355675.1_ASM35567v1_genomic.fna,NC_020888.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus
1878942,GCF_003122425.1_ASM312242v1_genomic.fna,NZ_CP021659.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Candidatus Fukatsuia
2528964,GCF_016807805.1_ASM1680780v1_genomic.fna,NZ_CP063362.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter
1882918,GCF_001931505.1_ASM193150v1_genomic.fna,NZ_CP016908.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,
1883414,GCF_007954585.1_ASM795458v1_genomic.fna,NZ_CP042382.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Pistricoccus
1891644,GCF_009834025.1_ASM983402v1_genomic.fna,NZ_CP047156.1,Bacteria,Actinomycetota,Actinomycetes,Sporichthyales,Sporichthyaceae,Epidermidibacterium
1912795,GCF_001856685.1_ASM185668v1_genomic.fna,NZ_CP017812.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Boudabousia
188913,GCF_022430525.1_ASM2243052v1_genomic.fna,NZ_CP092519.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
1891207,GCF_019703835.1_ASM1970383v1_genomic.fna,NZ_AP023054.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio
1933880,GCF_001302565.1_ASM130256v1_genomic.fna,NZ_CP012750.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter
1891926,GCF_001983935.1_ASM198393v1_genomic.fna,NZ_CP017641.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella
189381,GCF_009806575.1_ASM980657v1_genomic.fna,NZ_CP047095.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Rossellomorea
2558174,GCF_021654655.1_ASM2165465v1_genomic.fna,NZ_AP025225.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Hydrogenosomobacter
2558360,GCF_006542375.1_ASM654237v1_genomic.fna,NZ_CP038143.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oecophyllibacter
2558361,GCF_006542395.2_ASM654239v2_genomic.fna,NZ_CP038231.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Formicincola
19,GCF_000012885.1_ASM1288v1_genomic.fna,NC_007498.2,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea
1903694,GCF_002157875.1_ASM215787v1_genomic.fna,NZ_CP021376.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
1903704,GCF_002162355.1_ASM216235v1_genomic.fna,NZ_CP021434.1,Bacteria,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
2560057,GCF_004564135.1_ASM456413v1_genomic.fna,NZ_CP038255.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
1906744,GCF_010587025.1_ASM1058702v1_genomic.fna,NZ_CP040863.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Rodentibacter
1935379,GCF_004028235.1_ASM402823v1_genomic.fna,NZ_CP035037.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter
1908198,GCF_005280275.1_ASM528027v1_genomic.fna,NZ_CP040021.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
1911586,GCF_001895285.1_ASM189528v1_genomic.fna,NZ_CP017761.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus
2001,GCF_000024865.1_ASM2486v1_genomic.fna,NC_013595.1,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium
256618,GCF_000017565.1_ASM1756v1_genomic.fna,NC_009719.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Parvibaculum
2570586,GCF_029981845.1_ASM2998184v1_genomic.fna,NZ_CP104164.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Bandiella
2006,GCF_017161365.1_ASM1716136v1_genomic.fna,NZ_CP039124.1,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora
257708,GCF_001941945.1_ASM194194v1_genomic.fna,NZ_CP015583.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
1915309,GCF_001907975.1_ASM190797v2_genomic.fna,NZ_CP017834.1,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
191579,GCF_000194605.1_ASM19460v1_genomic.fna,NC_015321.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola
1917421,GCF_002863865.1_ASM286386v1_genomic.fna,NZ_CP022684.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,Ketobacter
2579971,GCF_005887635.2_ASM588763v2_genomic.fna,NZ_CP040818.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paroceanicella
192073,GCF_000013765.1_ASM1376v1_genomic.fna,NC_007954.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
2582913,GCF_005849285.1_ASM584928v1_genomic.fna,NZ_CP040517.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Luteithermobacter
2587163,GCF_006351965.1_ASM635196v1_genomic.fna,NZ_CP040932.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Oceanicola
2587842,GCF_009363795.1_ASM936379v1_genomic.fna,NZ_CP045420.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia
2588299,GCF_009363255.1_ASM936325v1_genomic.fna,NZ_CP045318.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax
2588711,GCF_016134045.1_ASM1613404v1_genomic.fna,NZ_CP065915.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pelagovum
1927128,GCF_002381345.1_ASM238134v1_genomic.fna,NZ_CP020660.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
2593653,GCF_015482775.1_ASM1548277v1_genomic.fna,NZ_CP058214.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Kaustia
1930071,GCF_003966895.1_ASM396689v1_genomic.fna,NZ_AP018449.1,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Methylomusa
1930273,GCF_007741535.1_ASM774153v1_genomic.fna,NZ_CP036525.1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula
1930274,GCF_007741495.1_ASM774149v1_genomic.fna,NZ_CP036262.1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Roseimaritima
1930276,GCF_007741515.1_ASM774151v1_genomic.fna,NZ_CP036263.1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Adhaeretor
1930277,GCF_007741475.1_ASM774147v1_genomic.fna,NZ_CP036261.1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rosistilla
1930593,GCF_004102945.1_ASM410294v1_genomic.fna,NZ_CP019384.1,Bacteria,Candidatus Omnitrophota,Velamenicoccus,,,
2020,GCF_000024385.1_ASM2438v1_genomic.fna,NC_013510.1,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermomonospora
2024580,GCF_002285795.1_ASM228579v1_genomic.fna,NZ_CP022961.1,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora
1936003,GCF_002007645.1_ASM200764v1_genomic.fna,NZ_CP019791.1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
1936021,GCF_011207455.1_ASM1120745v1_genomic.fna,NZ_CP048877.1,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfuriphilus
1936081,GCF_001971785.1_ASM197178v1_genomic.fna,NZ_CP019389.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
2594003,GCF_007197755.1_ASM719775v1_genomic.fna,NZ_CP041636.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferrovibrio
2599296,GCF_007855645.1_ASM785564v1_genomic.fna,NZ_CP042261.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Qingshengfaniella
1940790,GCF_001997385.1_ASM199738v1_genomic.fna,NZ_CP019633.1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera
2601575,GCF_008189285.1_ASM818928v1_genomic.fna,NZ_CP043315.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,Cytomitobacter
2601646,GCF_008189685.1_ASM818968v1_genomic.fna,NZ_CP043312.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsieae
2035,GCF_017909455.1_ASM1790945v1_genomic.fna,NZ_CP071883.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium
2601668,GCF_008189525.1_ASM818952v1_genomic.fna,NZ_CP043314.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,Nesciobacter
2602016,GCF_008728835.1_ASM872883v1_genomic.fna,NZ_CP042582.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Hypericibacter
1962974,GCF_030219325.1_ASM3021932v1_genomic.fna,NZ_CP126625.1,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix
1967665,GCF_002076895.1_ASM207689v1_genomic.fna,NZ_CP020465.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Cognaticolwellia
1968839,GCF_014961315.1_ASM1496131v1_genomic.fna,NZ_CP063141.1,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Thermoflavifilum
2605946,GCF_003008555.2_ASM300855v2_genomic.fna,NZ_CP027665.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pukyongiella
2613965,GCF_014899185.1_ASM1489918v1_genomic.fna,NZ_CP045201.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola
197,GCF_000009085.1_ASM908v1_genomic.fna,NC_002163.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
197162,GCF_000010985.1_ASM1098v1_genomic.fna,NC_013939.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter
1972068,GCF_004001245.1_ASM400124v1_genomic.fna,NZ_AP018724.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,Sulfurivermis
1972134,GCF_004296475.1_ASM429647v1_genomic.fna,NZ_AP018162.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Nardonella,,
197482,GCF_003346755.1_ASM334675v1_genomic.fna,NZ_CP031218.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter
1981510,GCF_002874775.1_ASM287477v1_genomic.fna,NZ_CP020991.1,Bacteria,Bacillota,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
266,GCF_000203895.1_ASM20389v1_genomic.fna,NC_008686.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus
1982626,GCF_015097455.1_ASM1509745v1_genomic.fna,NZ_AP024085.1,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Faecalibacillus
1986204,GCF_900184705.1_CAMBI-1_genomic.fna,NZ_LT859958.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum
1987921,GCF_020541265.1_ASM2054126v1_genomic.fna,NZ_CP045925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Profftia
199441,GCF_002109385.1_ASM210938v1_genomic.fna,NZ_CP020814.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacter
266809,GCF_026743115.1_ASM2674311v1_genomic.fna,NZ_CP107618.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobacter
2038343,GCF_023516435.1_ASM2351643v1_genomic.fna,NZ_CP097332.1,Bacteria,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans
2039,GCF_000196075.1_ASM19607v1_genomic.fna,NC_004551.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Tropherymataceae,Tropheryma
2005460,GCF_002368355.1_ASM236835v1_genomic.fna,NZ_AP018281.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Chroococcales,Chroococcaceae
2045,GCF_000785495.1_ASM78549v1_genomic.fna,NZ_CP009896.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Pimelobacter
2006110,GCF_002327105.1_ASM232710v1_genomic.fna,NZ_CP023406.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
2010829,GCF_003967035.1_ASM396703v1_genomic.fna,NZ_AP018560.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aerosticca
266951,GCF_002795865.1_ASM279586v1_genomic.fna,NZ_CP024920.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania
2683284,GCF_009931615.1_ASM993161v1_genomic.fna,NZ_CP046620.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Algicella
2047,GCF_000164695.2_ASM16469v2_genomic.fna,NC_014643.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia
2021234,GCF_003015185.1_ASM301518v1_genomic.fna,NZ_CP027860.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella
2051,GCF_000196535.1_ASM19653v1_genomic.fna,NC_014246.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus
2026,GCF_005886755.1_ASM588675v1_genomic.fna,NZ_CP039710.1,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces
2686094,GCF_009792355.1_ASM979235v1_genomic.fna,NZ_CP047045.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Terricaulis
2026885,GCF_900465355.1_Ran1-1_genomic.fna,NZ_LS483254.1,Bacteria,Candidatus Bipolaricaulota,Bipolaricaulis,,,
2027857,GCF_003425985.1_ASM342598v1_genomic.fna,NZ_CP022985.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile
2692330,GCF_018279165.1_ASM1827916v1_genomic.fna,NZ_CP047289.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Falsirhodobacter
2697033,GCF_022459015.1_ASM2245901v1_genomic.fna,NZ_CP092734.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Aristophania
2054,GCF_000024785.1_ASM2478v1_genomic.fna,NC_013441.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia
2036206,GCF_003546865.1_ASM354686v1_genomic.fna,NZ_CP023434.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Suicoccus
2058657,GCF_002848265.1_ASM284826v1_genomic.fna,NZ_CP025422.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Zhihengliuella
2061,GCF_000092225.1_ASM9222v1_genomic.fna,NC_014158.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella
2697363,GCF_027626035.1_ASM2762603v1_genomic.fna,NZ_CP110774.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella
2066,GCF_000269985.1_ASM26998v1_genomic.fna,NC_016109.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora
2711215,GCF_011057975.1_ASM1105797v1_genomic.fna,NZ_CP049109.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinithalassobacter
2079791,GCF_003065485.1_ASM306548v1_genomic.fna,NZ_CP026951.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium
2047767,GCF_012317585.1_ASM1231758v1_genomic.fna,NZ_CP042909.1,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfurimonas
2047966,GCF_003072645.1_ASM307264v1_genomic.fna,NZ_CP028897.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Dongshaea
2049305,GCF_006974145.1_ASM697414v1_genomic.fna,NZ_CP039456.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Changchengzhania
2079792,GCF_003065425.1_ASM306542v1_genomic.fna,NZ_CP026949.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Mycetocola
2051959,GCF_025264645.1_ASM2526464v1_genomic.fna,NZ_CP073696.1,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter
211114,GCF_900103775.1_IMG-taxon_2634166198_annotated_assembly_genomic.fna,NZ_LT629701.1,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria
2057,GCF_000024985.1_ASM2498v1_genomic.fna,NC_013523.1,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacterineae,Sphaerobacteraceae
2058135,GCF_002831645.1_ASM283164v1_genomic.fna,NZ_CP025117.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
2058175,GCF_006159205.1_ASM615920v1_genomic.fna,NZ_CP040812.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium
2126346,GCF_003258605.2_ASM325860v2_genomic.fna,NZ_CP031264.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Peterkaempfera
216816,GCF_000196555.1_ASM19655v1_genomic.fna,NC_015067.1,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
206403,GCF_000987835.1_ASM98783v1_genomic.fna,NZ_CP011308.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
2712222,GCF_011046735.1_ASM1104673v1_genomic.fna,NZ_CP049258.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nordella,
2170745,GCF_003185725.2_ASM318572v2_genomic.fna,NZ_CP031746.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Auritidibacter
2066483,GCF_003366055.1_ASM336605v1_genomic.fna,NZ_CP025544.1,Bacteria,Candidatus Dependentiae,Candidatus Babeliae,Candidatus Babeliales,Candidatus Chromulinivoraceae,Candidatus Chromulinivorax
2712698,GCF_001953055.1_ASM195305v1_genomic.fna,NZ_CP019044.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Salaquimonas
2724,GCF_000023785.1_ASM2378v1_genomic.fna,NC_012982.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia
2068655,GCF_018866245.1_ASM1886624v1_genomic.fna,NZ_CP076458.1,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Novisyntrophococcus
2069432,GCF_002893765.1_ASM289376v1_genomic.fna,NZ_CP025938.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana
2725558,GCF_012516475.1_ASM1251647v1_genomic.fna,NZ_CP051217.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus
2742145,GCF_013358405.1_ASM1335840v1_genomic.fna,NZ_CP054836.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Oricola
207949,GCF_012295615.1_ASM1229561v1_genomic.fna,NZ_CP051183.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella
2171623,GCF_003074035.1_ASM307403v1_genomic.fna,NZ_CP029049.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Miniimonas
219314,GCF_000160775.2_ASM16077v2_genomic.fna,NZ_CM001024.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium
208199,GCF_030035425.1_ASM3003542v1_genomic.fna,NZ_CP125299.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudalkalibacillus
2742204,GCF_013341275.1_ASM1334127v1_genomic.fna,NZ_CP054476.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloligella
208226,GCF_000016985.1_ASM1698v1_genomic.fna,NC_009633.1,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus
208479,GCF_002234575.2_ASM223457v2_genomic.fna,NZ_CP022464.2,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster
2086584,GCF_900312975.1_PRJEB24953_genomic.fna,NZ_LT990039.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Massilistercora,
2086585,GCF_900604345.1_PRJEB24952_genomic.fna,NZ_LR026983.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Maliibacteriaceae,Maliibacterium
2093824,GCF_000803625.1_ASM80362v1_genomic.fna,NZ_CP007496.1,Bacteria,Candidatus Saccharibacteria,Candidatus Saccharimonadia,Candidatus Nanosynbacterales,Candidatus Nanosynbacteraceae,Nanosynbacter
2093856,GCF_003991565.1_ASM399156v1_genomic.fna,NZ_CP032819.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas
2093857,GCF_005121165.3_ASM512116v3_genomic.fna,NZ_CP034413.3,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter
2094025,GCF_002966125.1_ASM296612v1_genomic.fna,NZ_CP027062.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pukyongia
2095,GCF_000012765.1_ASM1276v1_genomic.fna,NC_007633.1,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmataceae,Mycoplasma,
2097,GCF_000027325.1_ASM2732v1_genomic.fna,NC_000908.2,Bacteria,Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,
2099786,GCF_003336365.1_ASM333636v1_genomic.fna,NZ_CP031092.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Salicibibacter
2108365,GCF_014701195.1_ASM1470119v1_genomic.fna,NZ_AP018712.1,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Tepiditoga
2108523,GCF_022453915.1_ASM2245391v1_genomic.fna,NZ_CP091870.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Lawsonibacter
2748098,GCF_011044155.1_ASM1104415v1_genomic.fna,NZ_CP049056.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pikeienuella
2749086,GCF_014323565.1_ASM1432356v1_genomic.fna,NZ_CP058669.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Hyphobacterium
2758038,GCF_011290545.1_ASM1129054v1_genomic.fna,NZ_CP049811.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pontibrevibacter
2219224,GCF_009497075.1_ASM949707v1_genomic.fna,NZ_CP045572.1,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea
2115,GCF_000186005.1_ASM18600v1_genomic.fna,NC_014921.1,Bacteria,Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,
